tinyId,permissibleValue,valueMeaningDefinition,conceptId,conceptSource,valueMeaningName,codeSystemName,valueMeaningCode,codeSystemVersion
2HOq_A5LT1,3,3,NA,NA,3,NA,NA,NA
2iCO2Pnea,11,11,NA,NA,11,NA,NA,NA
2iVDPPkk4,5,NA,NA,NA,5,NA,NA,NA
2JAMVRhAAZX,5,5,NA,NA,5,NA,NA,NA
2jeoDPKEeO6,5,5,NA,NA,5,NA,NA,NA
2JQQddC5f5A,5,5,NA,NA,5,NA,NA,NA
2JW1JUP_uJ4,5,5,NA,NA,5,NA,NA,NA
2JY9zk6k586,5,5,NA,NA,5,NA,NA,NA
2KYa1TNhP,5,NA,NA,NA,5,NA,NA,NA
2LA5EkUMbd,5,NA,NA,NA,5,NA,NA,NA
2lwpseiHs,4,NA,NA,NA,4,4,4,NA
2MpS5ASNS24,6,6,NA,NA,6,NA,NA,NA
2mvXPbyey5a,8,8,NA,NA,8,NA,NA,NA
2NHFQQU0UDD,2,2,NA,NA,2,NA,NA,NA
2NkH0Yk_Ddj,5,5,NA,NA,5,NA,NA,NA
2oFE4xEhYv0,5,5,NA,NA,5,NA,NA,NA
2oJPFXhW3VA,2,2,NA,NA,2,NA,NA,NA
2oRe8FhomZh,2,2,NA,NA,2,NA,NA,NA
2OS_2xyQjKs,28,28,NA,NA,28,NA,NA,NA
2OYDt1U7R7g,3,3,NA,NA,3,NA,NA,NA
2pWejkjk1F,5,NA,NA,NA,5,NA,NA,NA
2qtmAMj81yc,3,3,NA,NA,3,NA,NA,NA
2qzBXNFi8,3,NA,NA,NA,3,NA,NA,NA
2raJpErckRZ,3,3,NA,NA,3,NA,NA,NA
2rdyBZNzZ8r,5,5,NA,NA,5,NA,NA,NA
2Rf6__YZ7tN,4,4,NA,NA,4,NA,NA,NA
2ryCajPDTEA,5,5,NA,NA,5,NA,NA,NA
2S0rKeLEQl,5,5,NA,NA,5,NA,NA,NA
2S6gw6XAcnF,6,6,NA,NA,6,NA,NA,NA
2SjPJsIrV,3,3,NA,NA,3,NA,NA,NA
2SXPPoa7fpM,2,2,NA,NA,2,NA,NA,NA
2t91zraOto,9,NA,NA,NA,9,NA,NA,NA
2tB12wZ5EdR,3,3,NA,NA,3,NA,NA,NA
2tOSri4to,5,5,NA,NA,5,NA,NA,NA
2tPp2iAOk,7,NA,NA,NA,7,NA,NA,NA
2ulR6MnHu,5,NA,NA,NA,5,NA,NA,NA
2uoV7ORk5Y,5,NA,NA,NA,5,NA,NA,NA
2VRtnjx4r5e,6,6,NA,NA,6,NA,NA,NA
2VSFRn76d,5,NA,NA,NA,5,5,5,NA
2weVGg221S8,5,5,NA,NA,5,NA,NA,NA
2WOplBD_bV,3,NA,NA,NA,3,NA,NA,NA
2WycXygXjTB,2,2,NA,NA,2,NA,NA,NA
2WySNrXOU,10,10,NA,NA,10,NA,NA,NA
2XDj2M36Wz,2,2,NA,NA,2,NA,NA,NA
2xH8Dgozzuq,3,3,NA,NA,3,NA,NA,NA
2XNg01CBjSN,5,5,NA,NA,5,NA,NA,NA
2XRRSpWPbNV,2,2,NA,NA,2,NA,NA,NA
2YbKW1F96as,3,3,NA,NA,3,NA,NA,NA
2YeoHE9_zI,1,NA,NA,NA,1,NA,NA,NA
2yPQTRujZ5,5,NA,NA,NA,5,NA,NA,NA
2yQL7Cmw9Z,3,NA,NA,NA,3,NA,NA,NA
2yzWwvV0pUr,2,2,NA,NA,2,NA,NA,NA
2z0OoJ05jfu,5,5,NA,NA,5,NA,NA,NA
2Z6pRFogQMW,2,2,NA,NA,2,NA,NA,NA
2Z7XzoIQk,2,NA,NA,NA,2,NA,NA,NA
2zh_cEzg8k_,6,6,NA,NA,6,NA,NA,NA
2zKsPSCo3ya,5,5,NA,NA,5,NA,NA,NA
2zPMedG2Czh,2,2,NA,NA,2,NA,NA,NA
2zx4Hqptg9,8,NA,NA,NA,8,NA,NA,NA
3_J_5WKnXp,4,NA,NA,NA,4,NA,NA,NA
30SezEMA6C,5,NA,NA,NA,5,NA,NA,NA
31rX5Q8nG03,4,4,NA,NA,4,NA,NA,NA
32FJaLRYQ,5,NA,NA,NA,5,NA,NA,NA
32QiNXcsI,2,2,NA,NA,2,NA,NA,NA
3411kBnnU8g,3,3,NA,NA,3,NA,NA,NA
34t0zjcMK7Q,3,3,NA,NA,3,NA,NA,NA
36AzTTWd2,7,7,NA,NA,7,NA,NA,NA
36Yzzr0wih,2,NA,NA,NA,2,NA,NA,NA
37gJ3DZ_xvf,2,2,NA,NA,2,NA,NA,NA
3aaRxcbuBMB,3,3,NA,NA,3,NA,NA,NA
3aRMBoUuQkp,2,2,NA,NA,2,NA,NA,NA
3b1hAuS_qN,3,NA,NA,NA,3,NA,NA,NA
3b7xhYQCj,2,2,NA,NA,2,NA,NA,NA
3C6OvROUGcx,6,6,NA,NA,6,NA,NA,NA
3cf4Fy2VAKz,4,4,NA,NA,4,NA,NA,NA
3CkdMKbcHXW,5,5,NA,NA,5,NA,NA,NA
3CrKyqqxzeC,2,2,NA,NA,2,NA,NA,NA
3cuvAZRkY0G,2,2,NA,NA,2,NA,NA,NA
3dHnQhAede,3,NA,NA,NA,3,NA,NA,NA
3DO9ttnND,11,11,11,11,NA,NA,NA,NA
3dphNXAWYnC,6,6,NA,NA,6,NA,NA,NA
3DVVg7ncCMB,3,3,NA,NA,3,NA,NA,NA
3E_baaln1,4,4,NA,NA,4,NA,NA,NA
3fiYSSFzYF,3,NA,NA,NA,3,NA,NA,NA
3FoAqGZasP5,3,3,NA,NA,3,NA,NA,NA
3fvJUM92MN_,2,2,NA,NA,2,NA,NA,NA
3g0e65D6uwA,7,7,NA,NA,7,NA,NA,NA
3gAl3Rm8E,5,NA,NA,NA,5,NA,NA,NA
3GCsVM4aw,4,NA,NA,NA,4,4,4,NA
3gkOwx9KD9O,2,2,NA,NA,2,NA,NA,NA
3GrKg0X8x1f,2,2,NA,NA,2,NA,NA,NA
3HwQedULl,4,4,NA,NA,4,NA,NA,NA
3jBGBGAh6Qg,2,2,NA,NA,2,NA,NA,NA
3JKegpAyoUy,5,5,NA,NA,5,NA,NA,NA
3JoHva4WOx0,4,4,NA,NA,4,NA,NA,NA
3JuD8SsFXGM,3,3,NA,NA,3,NA,NA,NA
3JusE8VN2oS,5,5,NA,NA,5,NA,NA,NA
3JxBtM6Og,2,NA,NA,NA,2,NA,NA,NA
3Kg1WagTem,5,NA,NA,NA,5,NA,NA,NA
3kJrzP7EahA,7,7,NA,NA,7,NA,NA,NA
3kkmVcZbJ,12,12,NA,NA,12,NA,NA,NA
3Kn8XZ_k2d,5,NA,NA,NA,5,NA,NA,NA
3kUpSGUECyz,4,4,NA,NA,4,NA,NA,NA
3KyiLcD30,3,NA,NA,NA,3,3,3,NA
3LknNdKKAn,3,NA,NA,NA,3,NA,NA,NA
3mMdt9jNaI,5,5,NA,NA,5,NA,NA,NA
3N3F3WwQ9D9,3,3,NA,NA,3,NA,NA,NA
3N7H68mshjb,4,4,NA,NA,4,NA,NA,NA
3NFCoOX39c7,3,3,NA,NA,3,NA,NA,NA
3NY7eACuc,4,NA,NA,NA,4,4,4,NA
3obzAQtT4e,4,NA,NA,NA,4,NA,NA,NA
3OQX99oOFsD,5,5,NA,NA,5,NA,NA,NA
3oufX6nhs32,2,2,NA,NA,2,NA,NA,NA
3QUbngg_SX,3,NA,NA,NA,3,NA,NA,NA
3qWSHk7uBk9,3,3,NA,NA,3,NA,NA,NA
3R3M_RnF4N,6,NA,NA,NA,6,NA,NA,NA
3rd1fP_1Yj0,9,9,NA,NA,9,NA,NA,NA
3Rh9uCRRwH2,6,6,NA,NA,6,NA,NA,NA
3Rys_UvtnWH,17,17,NA,NA,17,NA,NA,NA
3s4G0aGFBAr,5,5,NA,NA,5,NA,NA,NA
3SFpJM4QVfk,4,4,NA,NA,4,NA,NA,NA
3SKD5DJ0K,19,NA,NA,NA,19,19,19,NA
3st4zq13Q,4,4,1,1,4,1,1,NA
3sXQSyobR,3,3,NA,NA,3,NA,NA,NA
3t7u05VJZ5,5,NA,NA,NA,5,NA,NA,NA
3t8GXYunCH9,3,3,NA,NA,3,NA,NA,NA
3t9PJn6_v,3,NA,NA,NA,3,3,3,NA
3TauF5_hgrX,2,2,NA,NA,2,NA,NA,NA
3THe2tAR3z9,2,2,NA,NA,2,NA,NA,NA
3TTZpudabvh,6,6,NA,NA,6,NA,NA,NA
3UB7_T7qcB,3,3,NA,NA,3,NA,NA,NA
3UETqfhCArb,5,5,NA,NA,5,NA,NA,NA
3uH9FgMaza,2,2,NA,NA,2,NA,NA,NA
3UJFMucZrB,5,NA,NA,NA,5,NA,NA,NA
3Uu0O02eiJe,5,5,5,5,5,NA,NA,NA
3UUJWrpJ6T8,5,5,NA,NA,5,NA,NA,NA
3UuXYRzNVqa,7,7,NA,NA,7,NA,NA,NA
3vA36f69fkF,2,2,NA,NA,2,NA,NA,NA
3VPRD5urS2b,5,5,NA,NA,5,NA,NA,NA
3vSpmMqrrzg,3,3,NA,NA,3,NA,NA,NA
3VYcnSMQ1,2,NA,NA,NA,2,NA,NA,NA
3WGHIxqxYz,4,NA,NA,NA,4,NA,NA,NA
3XDd1pSeDgQ,2,2,NA,NA,2,NA,NA,NA
3Xs6TEBn9g,2,NA,NA,NA,2,NA,NA,NA
3xVoF69VZJ2,3,3,NA,NA,3,NA,NA,NA
3y3bT_GGPOf,6,6,NA,NA,6,NA,NA,NA
3yAthaOA2Hg,2,2,NA,NA,2,NA,NA,NA
3YbSVLrGt9,17,17,NA,NA,17,NA,NA,NA
3Yd46owBtq_,2,2,NA,NA,2,NA,NA,NA
3YDrNHIlE_,3,3,NA,NA,3,NA,NA,NA
3zD_R3149H,17,17,NA,NA,17,NA,NA,NA
3ZDOGZEearO,5,5,NA,NA,5,NA,NA,NA
3Zsftjp2c7,2,NA,NA,NA,2,NA,NA,NA
3ZvTfRA3dT4,2,2,NA,NA,2,NA,NA,NA
3ZXfYeon8Ad,3,3,NA,NA,3,NA,NA,NA
4_jgSK9CNRg,4,4,NA,NA,4,NA,NA,NA
40nFTRc9Fc,5,NA,NA,NA,5,NA,NA,NA
40QRcht6hhZ,3,3,NA,NA,3,NA,NA,NA
41J5q9Y5AJn,7,7,NA,NA,7,NA,NA,NA
41KKGto6jt0,6,6,NA,NA,6,NA,NA,NA
43NhWskHQcg,5,5,NA,NA,5,NA,NA,NA
448cB5ymep8,3,3,NA,NA,3,NA,NA,NA
44vAA4_jPxE,5,5,NA,NA,5,NA,NA,NA
45aJ36qfpBr,3,3,NA,NA,3,NA,NA,NA
45BMvcIC1N,2,NA,NA,NA,2,NA,NA,NA
467kZOeRYv,5,5,NA,NA,5,NA,NA,NA
47DkqhmRPhK,5,5,NA,NA,5,NA,NA,NA
47h1w1MdMnu,5,5,NA,NA,5,NA,NA,NA
47nZUX5EYgj,24,24,NA,NA,24,NA,NA,NA
48Hz4TJqK9,2,NA,NA,NA,2,NA,NA,NA
48mKD632x,5,NA,NA,NA,5,NA,NA,NA
4A40xAXofgT,4,4,NA,NA,4,NA,NA,NA
4AJGEK3tSdP,2,2,NA,NA,2,NA,NA,NA
4AMXkROskDs,4,4,NA,NA,4,NA,NA,NA
4Au0gE1VpU,12,NA,NA,NA,12,NA,NA,NA
4aYG07tx5P,4,NA,NA,NA,4,NA,NA,NA
4b0v8JbEG0K,2,2,NA,NA,2,NA,NA,NA
4bAmxHWOnhW,5,5,NA,NA,5,NA,NA,NA
4BIMr6V0B8,4,4,NA,NA,4,NA,NA,NA
4BRgET_2JpM,9,9,NA,NA,9,NA,NA,NA
4Byl0yOeOP,4,NA,NA,NA,4,NA,NA,NA
4cA0cgXd9AC,5,5,NA,NA,5,NA,NA,NA
4cG0R9ECXNd,2,2,NA,NA,2,NA,NA,NA
4CqEZ2PRqAe,3,3,NA,NA,3,NA,NA,NA
4CRnPAzkEtt,3,3,NA,NA,3,NA,NA,NA
4CUsrCoz2aP,5,5,NA,NA,5,NA,NA,NA
4dIBZmpYaT,2,NA,NA,NA,2,NA,NA,NA
4E508QyCg3,4,4,NA,NA,4,NA,NA,NA
4EfzGeYhAxX,3,3,NA,NA,3,NA,NA,NA
4FvCn0Tut7Z,2,2,NA,NA,2,NA,NA,NA
4FZK1eePYa,3,NA,NA,NA,3,3,3,NA
4FZoxAAcK3,2,2,NA,NA,2,NA,NA,NA
4GJ4jzqQk2V,5,5,NA,NA,5,NA,NA,NA
4GKbhyJb_TT,8,8,NA,NA,8,NA,NA,NA
4Gpu8WOsZQ9,5,5,NA,NA,5,NA,NA,NA
4H3ctYTWT4q,6,6,NA,NA,6,NA,NA,NA
4h8bEzjHRjp,4,4,NA,NA,4,NA,NA,NA
4hA6nNjy8MT,3,3,NA,NA,3,NA,NA,NA
4HGrwR5t_RE,14,14,NA,NA,14,NA,NA,NA
4I9lpxhgiP,4,NA,NA,NA,4,NA,NA,NA
4jjpG5qBf7h,1,1,NA,NA,1,NA,NA,NA
4JXNoook66x,2,2,NA,NA,2,NA,NA,NA
4jy2_Ebe9DM,2,2,NA,NA,2,NA,NA,NA
4kD2SU1C8Ab,2,2,NA,NA,2,NA,NA,NA
4KdYJqwsDqC,8,8,NA,NA,8,NA,NA,NA
4KW1nkN7h8F,8,8,NA,NA,8,NA,NA,NA
4LhS_j4Tg8,2,NA,NA,NA,2,NA,NA,NA
4LQ754KBnX,2,2,NA,NA,2,NA,NA,NA
4mAvorjpDv,4,NA,NA,NA,4,NA,NA,NA
4MEtUq2BRPA,2,2,NA,NA,2,NA,NA,NA
4MJd40Qo9ZS,5,5,NA,NA,5,NA,NA,NA
4MoKW0kB5Yf,3,3,NA,NA,3,NA,NA,NA
4nP07nKKaBt,3,3,NA,NA,3,NA,NA,NA
4NPkqXsA9_,12,NA,NA,NA,12,NA,NA,NA
4NYW5spaW0,1,1,NA,NA,1,NA,NA,NA
4oBWNhsuCa,5,NA,NA,NA,5,NA,NA,NA
4ouSfySwxdy,5,5,NA,NA,5,NA,NA,NA
4OvjZZF9P6,4,4,4,4,NA,NA,NA,NA
4P3_rXYxwh,3,NA,NA,NA,3,NA,NA,NA
4pjhjr5eGQJ,3,3,NA,NA,3,NA,NA,NA
4pruzpmwOET,3,3,NA,NA,3,NA,NA,NA
4PTUvQR8W3_,2,2,NA,NA,2,NA,NA,NA
4Py0T7cA_a,5,NA,NA,NA,5,NA,NA,NA
4qRhsEKkP0m,2,2,NA,NA,2,NA,NA,NA
4qZOGKztp67,11,2,NA,NA,2,NA,NA,NA
4r8FArRqznc,5,5,NA,NA,5,NA,NA,NA
4R9msyT9M_u,5,5,NA,NA,5,NA,NA,NA
4rtuZyGg7Sh,6,6,NA,NA,6,NA,NA,NA
4RyNtPSuA0,3,NA,NA,NA,3,NA,NA,NA
4rZpH2Lun,5,NA,NA,NA,5,NA,NA,NA
4s09bNcfo9,3,3,3,3,NA,3,3,NA
4Sa_2V6yp2,4,4,NA,NA,4,NA,NA,NA
4sbVCvRA_6,2,2,NA,NA,2,NA,NA,NA
4scR5hQ2oOz,4,4,NA,NA,4,NA,NA,NA
4siffFeuG,11,NA,NA,NA,11,11,11,NA
4Tco5gCFerW,3,3,NA,NA,3,NA,NA,NA
4TEoFbsTyv_,3,3,NA,NA,3,NA,NA,NA
4tgTpNzbSrH,7,7,NA,NA,7,NA,NA,NA
4UP3rTN7bSC,2,2,NA,NA,2,NA,NA,NA
4UpysrgTMR0,3,3,NA,NA,3,NA,NA,NA
4Uv1mOjcncz,5,5,NA,NA,5,NA,NA,NA
4vCvKGWETNk,7,7,NA,NA,7,NA,NA,NA
4vVD2qbS6U8,3,3,NA,NA,3,NA,NA,NA
4w61RUjTGgR,4,4,NA,NA,4,NA,NA,NA
4wBiYVt7M8,5,5,NA,NA,5,NA,NA,NA
4wdFSPEHqYb,15,15,NA,NA,15,NA,NA,NA
4Wf7SaaPvGK,4,4,NA,NA,4,NA,NA,NA
4wwXWA2QoFV,3,3,NA,NA,3,NA,NA,NA
4x9lf95CBB,5,NA,NA,NA,5,NA,NA,NA
4Xdxo5mz_2,3,NA,NA,NA,3,NA,NA,NA
4xhefJ0M7,2,2,NA,NA,2,NA,NA,NA
4xRvht5MrwU,2,2,NA,NA,2,NA,NA,NA
4YCVlSxGei,9,NA,NA,NA,9,NA,NA,NA
4yFwGnYGoE,4,4,NA,NA,4,NA,NA,NA
4Yp8sb9Kp3T,6,6,NA,NA,6,NA,NA,NA
4ys_E30XcAt,2,2,NA,NA,2,NA,NA,NA
4ZHl9JcqRa,4,NA,NA,NA,4,NA,NA,NA
51j_Vux1KU2,2,2,NA,NA,2,NA,NA,NA
51PvsbT4BAc,5,5,NA,NA,5,NA,NA,NA
52ANt7xzRDj,2,2,NA,NA,2,NA,NA,NA
52WeJM3FSST,249,249,NA,NA,249,NA,NA,NA
536fzmW9kdS,5,5,NA,NA,5,NA,NA,NA
53QZsq8Si,2,NA,NA,NA,2,2,2,NA
55EFZyJ4WsQ,5,5,NA,NA,5,NA,NA,NA
56v7MambiG,5,NA,NA,NA,5,NA,NA,NA
58y_TiSgvD,3,NA,NA,NA,3,NA,NA,NA
598O1hyAH4_,4,4,NA,NA,4,NA,NA,NA
5aohXV4_wwm,4,4,NA,NA,4,NA,NA,NA
5aZCmqqmyuT,2,2,NA,NA,2,NA,NA,NA
5b23UIFT_j,3,NA,NA,NA,3,NA,NA,NA
5bVD3uXuphc,3,3,NA,NA,3,NA,NA,NA
5CdF3rQ5fGF,6,6,NA,NA,6,NA,NA,NA
5CoccaWdt5q,2,2,NA,NA,2,NA,NA,NA
5CR6Vmo_Q8,7,7,NA,NA,7,NA,NA,NA
5Dadg76UCw6,28,28,NA,NA,28,NA,NA,NA
5dArvJe87,6,6,NA,NA,6,NA,NA,NA
5dgSlBLjNE,4,NA,NA,NA,4,NA,NA,NA
5DMyzPXDaWa,7,7,NA,NA,7,NA,NA,NA
5DnwKaJdbHb,3,3,NA,NA,3,NA,NA,NA
5dPqYTAQ9Wn,3,3,NA,NA,3,NA,NA,NA
5dZb42HNm,4,4,4,4,NA,4,4,NA
5EFGn2NN0z_,4,4,NA,NA,4,NA,NA,NA
5EjXoKyReK4,5,4,NA,NA,5,NA,NA,NA
5evEQhZBEQ2,5,5,NA,NA,5,NA,NA,NA
5f_m4JgMy,6,6,NA,NA,6,NA,NA,NA
5fdUKHfykdu,10,10,NA,NA,10,NA,NA,NA
5G7bfFFDa,11,11,NA,NA,11,NA,NA,NA
5GCKGHJutJU,3,3,NA,NA,3,NA,NA,NA
5GCRA1gtbeB,2,2,NA,NA,2,NA,NA,NA
5GYqg63_N,2,2,NA,NA,2,NA,NA,NA
5hiCOpU0hR,5,NA,NA,NA,5,NA,NA,NA
5hWEWRtGSzM,4,4,NA,NA,4,NA,NA,NA
5J1DgjxWm39,2,2,NA,NA,2,NA,NA,NA
5jA1nGNK3CS,5,5,NA,NA,5,NA,NA,NA
5jABQhPa70t,5,5,NA,NA,5,NA,NA,NA
5jKHunUUjpF,5,5,NA,NA,5,NA,NA,NA
5jVUesMkzBj,5,5,NA,NA,5,NA,NA,NA
5KfnvlRO1J,5,NA,NA,NA,5,NA,NA,NA
5l_uLMMKXq,5,NA,NA,NA,5,NA,NA,NA
5l8MJbpWOg,5,NA,NA,NA,5,NA,NA,NA
5lKmtAoryV,2,NA,NA,NA,2,NA,NA,NA
5lsWPQg7Pp,6,NA,NA,NA,6,NA,NA,NA
5mm1DP16g,3,3,NA,NA,3,NA,NA,NA
5mUWtUpA8b_,2,2,NA,NA,2,NA,NA,NA
5NcWL5Rkdp,5,NA,NA,NA,5,NA,NA,NA
5nGGiEM2U,2,2,NA,NA,2,NA,NA,NA
5npcrAQF1mE,4,4,NA,NA,4,NA,NA,NA
5Nx4VTHbo92,5,5,NA,NA,5,NA,NA,NA
5O2veQj5ks,3,NA,NA,NA,3,NA,NA,NA
5oCgajYaSDh,7,7,NA,NA,7,NA,NA,NA
5odgw4dnY,2,2,NA,NA,2,NA,NA,NA
5OfzFGsmFK,3,NA,NA,NA,3,NA,NA,NA
5oOg1N90dRH,2,2,NA,NA,2,NA,NA,NA
5op0b4GT3Bz,2,2,NA,NA,2,NA,NA,NA
5OsXo1_sX,67,67,67,67,NA,NA,NA,NA
5PmFnKj3oHp,4,4,NA,NA,4,NA,NA,NA
5PQnrgJPMN5,6,6,NA,NA,6,NA,NA,NA
5PtZHYwnAJY,5,5,NA,NA,5,NA,NA,NA
5Qhbw0Y4g,12,NA,NA,NA,12,NA,NA,NA
5Qp2zP0CSN4,4,4,NA,NA,4,NA,NA,NA
5QUDP3m1wGs,5,5,NA,NA,5,NA,NA,NA
5r3yGVwaB_,2,2,NA,NA,2,NA,NA,NA
5S2awM2zJB,5,NA,NA,NA,5,NA,NA,NA
5sT_y7I7v0,9,NA,NA,NA,9,NA,NA,NA
5sTtA8H2Hff,2,2,NA,NA,2,NA,NA,NA
5sUIMLuygk,4,NA,NA,NA,4,NA,NA,NA
5SVDa4Uw1c,5,5,NA,NA,5,NA,NA,NA
5swVNAMR1MZ,6,6,NA,NA,6,NA,NA,NA
5u0AOTZNXM7,6,6,NA,NA,6,NA,NA,NA
5uwCA1kFW8p,2,2,NA,NA,2,NA,NA,NA
5UyoWWyUXo,6,NA,NA,NA,6,NA,NA,NA
5VGeIuq_6A,5,NA,NA,NA,5,NA,NA,NA
5wEapYzqaBp,6,6,NA,NA,6,NA,NA,NA
5WKmKq6t2o2,5,5,NA,NA,5,NA,NA,NA
5wrqKvD1Lp,5,NA,NA,NA,5,NA,NA,NA
5WrriIeXl,7,7,NA,NA,7,NA,NA,NA
5xBb4RuG0VP,2,2,NA,NA,2,NA,NA,NA
5XW8TB1Ge,4,4,2,2,4,2,2,NA
5Ym0r9rMCpe,5,5,NA,NA,5,NA,NA,NA
5yo13qEGCWx,4,4,NA,NA,4,NA,NA,NA
5YpCg5Z6u05,4,4,NA,NA,4,NA,NA,NA
5zELbjfmmP,5,5,NA,NA,5,NA,NA,NA
6_6Myeizbl,5,NA,NA,NA,5,NA,NA,NA
6_IE_SYGU3,2,NA,NA,NA,2,NA,NA,NA
6_tUUtnBU0v,2,2,NA,NA,2,NA,NA,NA
61a6Qd70v0,5,NA,NA,NA,5,NA,NA,NA
61XPBSQCdsd,2,2,NA,NA,2,NA,NA,NA
62rDhz4r7oN,2,2,NA,NA,2,NA,NA,NA
63T5Vr9p_yj,3,3,NA,NA,3,NA,NA,NA
64nafCqea7U,3,3,NA,NA,3,NA,NA,NA
65FkRWqcnyh,6,6,NA,NA,6,NA,NA,NA
66QjajS28,2,2,NA,NA,2,NA,NA,NA
67s_4qX6AFW,6,6,NA,NA,6,NA,NA,NA
6A6rhtQkYKu,4,4,NA,NA,4,NA,NA,NA
6a9NhOAzGBr,3,3,NA,NA,3,NA,NA,NA
6AGRf2Yd30Q,4,4,NA,NA,4,NA,NA,NA
6AT_JFxD1,57,57,57,57,NA,NA,NA,NA
6atWVsb2c,4,NA,NA,NA,4,NA,NA,NA
6AXlvCOtT0,4,NA,NA,NA,4,NA,NA,NA
6bH9KKmAnjd,15,15,NA,NA,15,NA,NA,NA
6bNfCODmhu,3,NA,NA,NA,3,3,3,NA
6cHxTQL5ah,6,NA,NA,NA,6,NA,NA,NA
6cLjjZCX,3,3,NA,NA,3,NA,NA,NA
6cNamvYkkt,4,4,4,4,NA,NA,NA,NA
6Cqn1raMNQ,5,NA,NA,NA,5,NA,NA,NA
6DJ5TUeRo,3,3,NA,NA,3,NA,NA,NA
6ehuKrkvmKp,5,5,NA,NA,5,NA,NA,NA
6ekw52yH5kV,5,5,NA,NA,5,NA,NA,NA
6F9RGfKcUuK,5,5,NA,NA,5,NA,NA,NA
6fD6XmfbYq9,3,3,NA,NA,3,NA,NA,NA
6FktPT5tJT0,32,32,NA,NA,32,NA,NA,NA
6g33E1tJH8F,2,2,NA,NA,2,NA,NA,NA
6g5cr7fgOBV,2,2,NA,NA,2,NA,NA,NA
6Gf2RqSRO1A,3,3,NA,NA,3,NA,NA,NA
6gpCRm2WKC3,2,2,NA,NA,2,NA,NA,NA
6Gqmco0JMX,3,3,NA,NA,3,NA,NA,NA
6h8k0ObIy4,2,NA,NA,NA,2,NA,NA,NA
6HC4Qtu_Ei,5,NA,NA,NA,5,NA,NA,NA
6hd_zQ8F4P,7,7,NA,NA,7,NA,NA,NA
6HJxo0buFnh,10,10,NA,NA,10,NA,NA,NA
6hkhVnFY3i,5,NA,NA,NA,5,NA,NA,NA
6HRTNCBA7sD,1,1,NA,NA,1,NA,NA,NA
6hVx5E5pwa7,5,5,NA,NA,5,NA,NA,NA
6iEqf4AbD,2,2,NA,NA,2,NA,NA,NA
6JdA2AGupMu,4,4,NA,NA,4,NA,NA,NA
6JE3dwZ1X9,4,NA,NA,NA,4,NA,NA,NA
6kNBmA2tFhJ,3,3,NA,NA,3,NA,NA,NA
6kuj809jCJ,32,NA,NA,NA,32,NA,NA,NA
6le70QEwf,15,15,15,15,NA,NA,NA,NA
6mDtw8567uk,6,6,NA,NA,6,NA,NA,NA
6MExTaktMEx,3,3,NA,NA,3,NA,NA,NA
6mrhzMF1AS_,2,2,NA,NA,2,NA,NA,NA
6mwmp1nWYJ,2,NA,NA,NA,2,NA,NA,NA
6N1t9GVd_,3,3,NA,NA,3,NA,NA,NA
6NnHumfpE_u,2,2,NA,NA,2,NA,NA,NA
6o93JxUykD7,6,6,NA,NA,6,NA,NA,NA
6ONGpfD6i_,3,NA,NA,NA,3,NA,NA,NA
6ovRPXayKeo,5,5,NA,NA,5,NA,NA,NA
6p4U8UjDUaR,2,2,NA,NA,2,NA,NA,NA
6PoeH4zhVKh,2,2,NA,NA,2,NA,NA,NA
6PoPi1fyJ,7,7,NA,NA,7,NA,NA,NA
6pX7eE0XAPt,29,29,NA,NA,29,NA,NA,NA
6q1r4Qc785,2,2,NA,NA,2,NA,NA,NA
6qGBH61APkx,6,6,NA,NA,6,NA,NA,NA
6qKhqdroPb,5,NA,NA,NA,5,NA,NA,NA
6r2ZX5jvhAn,4,4,NA,NA,4,NA,NA,NA
6R97zNU5RzX,5,5,NA,NA,5,NA,NA,NA
6Rs3nPHp5T,5,NA,NA,NA,5,NA,NA,NA
6RZg2R_U6X,8,NA,NA,NA,8,NA,NA,NA
6SaRZPjHPh,5,NA,NA,NA,5,NA,NA,NA
6sB1g7eUJ6g,2,2,NA,NA,2,NA,NA,NA
6sdiNoaiby,45,45,NA,NA,45,NA,NA,NA
6sGD_2AKopc,8,8,NA,NA,8,NA,NA,NA
6SmDil8n7q,3,3,NA,NA,3,NA,NA,NA
6spgCtBuqQ_,6,6,NA,NA,6,NA,NA,NA
6T9XXXWqXgQ,4,4,NA,NA,4,NA,NA,NA
6tJN4t4HI2,2,2,NA,NA,2,NA,NA,NA
6TTPt0ZDytn,3,3,NA,NA,3,NA,NA,NA
6u4soMY9_mZ,2,2,NA,NA,2,NA,NA,NA
6uM8_QuYD,4,4,1,1,4,1,1,NA
6v7AmxEVetA,3,3,NA,NA,3,NA,NA,NA
6vB_Bg1rs8B,5,5,NA,NA,5,NA,NA,NA
6wflpwTfJ,3,NA,NA,NA,3,NA,NA,NA
6WJSYH2uJGs,4,4,NA,NA,4,NA,NA,NA
6XCcMn_EP9k,8,8,NA,NA,8,NA,NA,NA
6XrFYeknFMA,5,5,NA,NA,5,NA,NA,NA
6xZJQvZY2h,4,NA,NA,NA,4,NA,NA,NA
6Y_YYWS0UrQ,12,12,NA,NA,12,NA,NA,NA
6y2fLalFq,10,10,NA,NA,10,NA,NA,NA
6y6UejPI5Y,8,NA,NA,NA,8,NA,NA,NA
6Y7nej4NMw,3,3,NA,NA,3,NA,NA,NA
6ymhcPjBGK,5,NA,NA,NA,5,NA,NA,NA
